ID,risk_probability_default,decision
5067961,1.688967305347791e-08,Approved
5067962,0.9999999883759104,Rejected
5067963,1.7500317020114802e-08,Approved
5067965,1.7092139737536614e-08,Approved
5067966,1.7092139737536614e-08,Approved
5067967,1.709213974098425e-08,Approved
5067968,1.5910890065207045e-08,Approved
5067970,1.5910890065178332e-08,Approved
5067973,1.8005093293902736e-08,Approved
5067974,1.8005093293902736e-08,Approved
5067975,1.739445140170116e-08,Approved
5067976,1.7394451327283123e-08,Approved
5067977,1.5910890065178332e-08,Approved
5067978,1.5910890065207045e-08,Approved
5067982,0.9999999968070481,Rejected
5067983,0.999999993442872,Rejected
5067984,0.9999999968070457,Rejected
5067987,1.7363080630149543e-08,Approved
5067989,1.7454355104551794e-08,Approved
5067990,1.7454355104551794e-08,Approved
5067991,1.7454355104551794e-08,Approved
5067992,1.760475438105198e-08,Approved
5067996,1.658842943571591e-08,Approved
5067997,1.6787284941613137e-08,Approved
5068001,1.6787284928713272e-08,Approved
5068002,1.658842943571591e-08,Approved
5068003,1.678728492874357e-08,Approved
5068007,1.746526744651185e-08,Approved
5068008,0.9999999845497702,Rejected
5068011,1.7907533481497097e-08,Approved
5068012,1.7907533663527862e-08,Approved
5068013,1.8122201862973508e-08,Approved
5068014,0.9999999965504229,Rejected
5068015,1.683446485854101e-08,Approved
5068016,0.9999999965504229,Rejected
5068017,0.9999999965504229,Rejected
5068018,0.999999996793429,Rejected
5068019,0.9999999929997814,Rejected
5068020,0.9999999965504229,Rejected
5068021,0.9999999934929131,Rejected
5068022,0.9999999965504229,Rejected
5068023,0.9999999962977539,Rejected
5068024,0.9999999958985306,Rejected
5068025,1.6371185420287608e-08,Approved
5068026,0.9999999963462542,Rejected
5068028,1.6682311507221418e-08,Approved
5068029,0.9999999939250763,Rejected
5068030,1.658057787330987e-08,Approved
5068031,1.7394680903817105e-08,Approved
5068032,1.8481471325971057e-08,Approved
5068033,1.8481471325971057e-08,Approved
5068034,0.9999999968272502,Rejected
5068035,0.9999999968272502,Rejected
5068036,1.688229246446671e-08,Approved
5068037,0.9999999968272502,Rejected
5068038,1.6905198722203103e-08,Approved
5068039,1.6704946502317834e-08,Approved
5068040,1.6905198709212632e-08,Approved
5068041,1.7519969416354344e-08,Approved
5068042,0.9999999937330211,Rejected
5068043,1.7519969416354344e-08,Approved
5068044,1.7519969416354344e-08,Approved
5068045,1.7519969416354344e-08,Approved
5068046,1.7519969416354344e-08,Approved
5068048,1.818384717562271e-08,Approved
5068049,1.8183847069183805e-08,Approved
5068050,1.818384708774887e-08,Approved
5068051,1.7165159214976085e-08,Approved
5068053,1.7647266907511955e-08,Approved
5068054,1.7992139708914082e-08,Approved
5068055,1.7977071900397534e-08,Approved
5068057,1.6350638079681153e-08,Approved
5068058,1.7525019475218798e-08,Approved
5068060,1.7317425059773724e-08,Approved
5068061,0.9999999957324635,Rejected
5068062,1.6350638079681153e-08,Approved
5068063,1.734336522852068e-08,Approved
5068064,1.7453075189345164e-08,Approved
5068065,1.7977071900397534e-08,Approved
5068067,1.699903746490753e-08,Approved
5068068,1.6999037465101633e-08,Approved
5068069,1.7202815199686197e-08,Approved
5068070,1.8512775975355394e-08,Approved
5068071,1.7202815194734644e-08,Approved
5068072,1.8512775975355394e-08,Approved
5068073,1.7202815199686197e-08,Approved
5068074,1.7202815194734644e-08,Approved
5068075,1.699903746490753e-08,Approved
5068076,1.6999037465101633e-08,Approved
5068077,1.7192713159671552e-08,Approved
5068078,1.786018520748866e-08,Approved
5068079,1.6999037465101633e-08,Approved
5068080,1.6951897320558248e-08,Approved
5068081,1.717460493566706e-08,Approved
5068082,1.717460493566706e-08,Approved
5068083,1.717460493566706e-08,Approved
5068086,1.7642627915233103e-08,Approved
5068087,1.7509460365110927e-08,Approved
5068088,1.7642627915233103e-08,Approved
5068089,1.764262794564731e-08,Approved
5068090,1.7642627915233103e-08,Approved
5068091,0.9999999858259048,Rejected
5068092,1.7642627915233103e-08,Approved
5068094,1.666551657592946e-08,Approved
5068095,1.666551657592946e-08,Approved
5068096,1.666551657592946e-08,Approved
5068097,1.63507189760156e-08,Approved
5068098,1.702931306098706e-08,Approved
5068099,1.702931306098706e-08,Approved
5068100,1.741413668408315e-08,Approved
5068101,1.63507189760156e-08,Approved
5068102,1.666551657592946e-08,Approved
5068103,1.666551657592946e-08,Approved
5068104,1.666551657592946e-08,Approved
5068105,1.666551657592946e-08,Approved
5068106,1.666551657592946e-08,Approved
5068107,1.6665516665868253e-08,Approved
5068108,0.9999999957164545,Rejected
5068109,1.66109863807276e-08,Approved
5068110,1.7421056587320892e-08,Approved
5068111,1.7421056587320892e-08,Approved
5068113,1.66109863807276e-08,Approved
5068114,0.9999999948019744,Rejected
5068115,1.7421056587320892e-08,Approved
5068116,1.7421056587320892e-08,Approved
5068117,1.66109863807276e-08,Approved
5068118,0.9999999966093518,Rejected
5068119,1.7172394191142838e-08,Approved
5068121,1.6499426197189744e-08,Approved
5068122,1.6499426197189744e-08,Approved
5068123,1.7172394177978033e-08,Approved
5068124,1.7172394183561416e-08,Approved
5068125,1.7172394191142838e-08,Approved
5068126,1.7172394183561416e-08,Approved
5068128,1.813089811362333e-08,Approved
5068129,1.6499426197189744e-08,Approved
5068130,1.7362260585404773e-08,Approved
5068132,1.736226058537344e-08,Approved
5068133,1.7362260585404773e-08,Approved
5068134,1.736226058537344e-08,Approved
5068135,1.7896814001272225e-08,Approved
5068136,1.7830729587859512e-08,Approved
5068137,0.9999999957418657,Rejected
5068140,1.7896814001272225e-08,Approved
5068141,1.7896814001272225e-08,Approved
5068142,1.7896814001272225e-08,Approved
5068143,1.7830729587859512e-08,Approved
5068144,0.9999999965482584,Rejected
5068146,1.7896814001272225e-08,Approved
5068147,1.8482244059145182e-08,Approved
5068148,1.7684815431931898e-08,Approved
5068151,1.7727090695675994e-08,Approved
5068153,1.7175286260615556e-08,Approved
5068155,1.7727090695675994e-08,Approved
5068156,0.9999999820448661,Rejected
5068157,1.7727090695675994e-08,Approved
5068158,1.7727090695675994e-08,Approved
5068159,1.7727090695675994e-08,Approved
5068162,1.6233772371849937e-08,Approved
5068164,1.8059870154416015e-08,Approved
5068165,1.8276364731590117e-08,Approved
5068166,1.8171686316990204e-08,Approved
5068167,1.7213464202010286e-08,Approved
5068168,1.7213464223263557e-08,Approved
5068169,2.651894386545743e-08,Approved
5068170,2.577057341739979e-08,Approved
5068171,2.651894386545743e-08,Approved
5068174,1.7225422448886996e-08,Approved
5068175,1.7225422448918084e-08,Approved
5068176,1.7385076773992166e-08,Approved
5068178,1.7385076773992166e-08,Approved
5068181,1.6850649512323276e-08,Approved
5068182,1.6850649512323276e-08,Approved
5068183,1.6850649563870254e-08,Approved
5068184,1.6651043405545702e-08,Approved
5068185,1.6850649512323276e-08,Approved
5068186,1.6850649512323276e-08,Approved
5068187,1.704062544410442e-08,Approved
5068188,1.792420689162251e-08,Approved
5068190,0.9999999965708155,Rejected
5068191,1.7923089885219386e-08,Approved
5068194,1.705821282334046e-08,Approved
5068195,1.7058212748948164e-08,Approved
5068196,1.723170188721479e-08,Approved
5068198,1.723170188721479e-08,Approved
5068199,1.7231701882255048e-08,Approved
5068200,1.7334476609927472e-08,Approved
5068201,1.702302957308341e-08,Approved
5068202,1.7023029573114254e-08,Approved
5068203,1.7334476609927472e-08,Approved
5068204,1.702302957308341e-08,Approved
5068206,1.6950125057332414e-08,Approved
5068207,1.695012504430742e-08,Approved
5068208,0.9999999846606535,Rejected
5068212,1.695012504430742e-08,Approved
5068213,1.695012504430742e-08,Approved
5068214,1.7973544846597592e-08,Approved
5068216,1.695012504430742e-08,Approved
5068217,1.7973544846597592e-08,Approved
5068218,1.7973544846597592e-08,Approved
5068220,1.695012504430742e-08,Approved
5068222,1.6950125057332414e-08,Approved
5068223,0.9999999846606535,Rejected
5068224,1.745208270414101e-08,Approved
5068225,1.745208279134668e-08,Approved
5068226,1.745208279134668e-08,Approved
5068227,1.7595423346892793e-08,Approved
5068228,1.5849589272220816e-08,Approved
5068232,1.714115688725471e-08,Approved
5068233,1.714115688725471e-08,Approved
5068234,1.714115688725471e-08,Approved
5068235,1.714115688725471e-08,Approved
5068236,1.6889036273842577e-08,Approved
5068237,1.6901359123357437e-08,Approved
5068238,1.690135913634496e-08,Approved
5068239,1.690135912338794e-08,Approved
5068240,0.9999999965447457,Rejected
5068242,0.9999999965447457,Rejected
5068243,1.770324863483971e-08,Approved
5068244,0.9999999929882604,Rejected
5068245,1.6421411797296993e-08,Approved
5068248,1.882279701211557e-08,Approved
5068250,1.759013037628863e-08,Approved
5068251,1.8001657015867188e-08,Approved
5068252,1.6737036825378568e-08,Approved
5068253,1.6737036825378568e-08,Approved
5068254,1.665110883456852e-08,Approved
5068255,0.9999999928532437,Rejected
5068256,1.665110883456852e-08,Approved
5068257,1.701238680771962e-08,Approved
5068261,1.78505153857451e-08,Approved
5068262,1.7003443675786343e-08,Approved
5068263,0.9999999966207851,Rejected
5068264,0.9999999958313348,Rejected
5068265,1.8457081383597393e-08,Approved
5068266,0.9999999953064762,Rejected
5068267,1.67435838100578e-08,Approved
5068268,1.7770935815135847e-08,Approved
5068272,1.6944299424911737e-08,Approved
5068274,1.6944299424911737e-08,Approved
5068275,1.6743583923899305e-08,Approved
5068280,1.67435838100578e-08,Approved
5068283,1.67435838100578e-08,Approved
5068284,1.67435838100578e-08,Approved
5068285,1.7770935815135847e-08,Approved
5068286,1.67435838100578e-08,Approved
5068287,1.674358395147817e-08,Approved
5068289,1.772207743234068e-08,Approved
5068290,1.772207743234068e-08,Approved
5068291,1.772207743234068e-08,Approved
5068292,1.863232562192288e-08,Approved
5068293,1.7756099872603484e-08,Approved
5068294,1.7756099872603484e-08,Approved
5068295,1.7756099872603484e-08,Approved
5068296,1.7756099872603484e-08,Approved
5068297,1.7756099872603484e-08,Approved
5068298,1.8652987461162348e-08,Approved
5068299,1.8652987461162348e-08,Approved
5068300,1.672163209246485e-08,Approved
5068301,1.672163209246485e-08,Approved
5068302,1.7605047324282368e-08,Approved
5068303,1.7605047302545613e-08,Approved
5068304,1.6937953388846142e-08,Approved
5068305,1.693795339940794e-08,Approved
5068306,1.856675006912989e-08,Approved
5068307,0.9999999958389114,Rejected
5068308,1.724659544640467e-08,Approved
5068309,1.724659544640467e-08,Approved
5068310,1.724659545136882e-08,Approved
5068311,1.704229918860014e-08,Approved
5068312,1.724659544640467e-08,Approved
5068313,1.724659544640467e-08,Approved
5068314,1.724659544640467e-08,Approved
5068315,0.9999999966022759,Rejected
5068318,1.9313961012737345e-08,Approved
5068319,1.7926972200427236e-08,Approved
5068320,1.8396621252732543e-08,Approved
5068321,1.7670536167725855e-08,Approved
5068322,1.7166259332875904e-08,Approved
5068323,1.753512811948998e-08,Approved
5068324,1.674834742085515e-08,Approved
5068326,1.674834742085515e-08,Approved
5068329,1.644540242669811e-08,Approved
5068330,1.644540242669811e-08,Approved
5068331,1.644540243933526e-08,Approved
5068332,1.6250596726726414e-08,Approved
5068333,1.645596106109974e-08,Approved
5068334,1.7296143688928448e-08,Approved
5068335,1.7296143688928448e-08,Approved
5068336,1.7296143715757734e-08,Approved
5068337,1.6725243335181694e-08,Approved
5068338,1.7091260502510152e-08,Approved
5068339,1.7296143715757734e-08,Approved
5068340,1.7296143688928448e-08,Approved
5068341,0.9999999968301738,Rejected
5068345,0.9999999968302051,Rejected
5068346,1.7388771916648776e-08,Approved
5068347,1.7218952822819102e-08,Approved
5068349,1.7218952822819102e-08,Approved
5068350,1.72732851107241e-08,Approved
5068351,1.7218952822819102e-08,Approved
5068352,1.72732851107241e-08,Approved
5068353,1.72732851107241e-08,Approved
5068358,1.7214586192377424e-08,Approved
5068361,0.9999999874480839,Rejected
5068364,1.736602716649413e-08,Approved
5068367,0.9999999966799225,Rejected
5068368,1.735735367535606e-08,Approved
5068369,1.8400011891676027e-08,Approved
5068370,1.6652915124341604e-08,Approved
5068371,1.725093232575859e-08,Approved
5068373,1.704658463896954e-08,Approved
5068374,1.725093232575859e-08,Approved
5068375,1.5796903954671288e-08,Approved
5068376,1.5986270965425722e-08,Approved
5068377,1.5986270965425722e-08,Approved
5068378,1.676895571980078e-08,Approved
5068379,1.6969975300860482e-08,Approved
5068380,0.9999999965534052,Rejected
5068381,1.7216558201228055e-08,Approved
5068382,1.791549820089184e-08,Approved
5068383,0.9999999966063648,Rejected
5068385,1.7155291492589705e-08,Approved
5068390,1.6952076726863572e-08,Approved
5068391,1.7212113667796344e-08,Approved
5068394,1.7084865051198384e-08,Approved
5068395,1.668303169203018e-08,Approved
5068396,1.673046807937796e-08,Approved
5068397,1.6683031705289006e-08,Approved
5068398,1.6730468074562486e-08,Approved
5068399,1.6532285625672993e-08,Approved
5068400,1.673046807937796e-08,Approved
5068401,1.779345801204586e-08,Approved
5068402,1.779345801204586e-08,Approved
5068403,1.7589796035338154e-08,Approved
5068404,0.9999999821874689,Rejected
5068405,1.7851004172039727e-08,Approved
5068406,1.704233704909315e-08,Approved
5068407,1.6910668190808606e-08,Approved
5068408,1.704233704909315e-08,Approved
5068409,1.704233704909315e-08,Approved
5068410,1.785100411174782e-08,Approved
5068411,1.7851004172039727e-08,Approved
5068412,1.7248842199282967e-08,Approved
5068414,1.724884221253763e-08,Approved
5068415,1.724884219931422e-08,Approved
5068416,1.6651130361129076e-08,Approved
5068419,1.6453887648381506e-08,Approved
5068420,1.6651130348333836e-08,Approved
5068421,1.665113034836389e-08,Approved
5068422,1.6735933516833697e-08,Approved
5068427,1.7088864892057557e-08,Approved
5068428,1.673593350589878e-08,Approved
5068431,0.9999999965997843,Rejected
5068432,0.9999999965997843,Rejected
5068433,0.9999999965997843,Rejected
5068435,0.9999999965997843,Rejected
5068436,0.9999999965997843,Rejected
5068437,0.9999999965997843,Rejected
5068438,1.6735933516803372e-08,Approved
5068440,1.7949398139684745e-08,Approved
5068441,1.7772137138094692e-08,Approved
5068442,1.7925274657511424e-08,Approved
5068443,1.662831091876867e-08,Approved
5068445,1.8142411057621362e-08,Approved
5068448,1.7748250001900912e-08,Approved
5068449,1.8316633139597564e-08,Approved
5068452,1.714006609819101e-08,Approved
5068453,1.714006609819101e-08,Approved
5068454,1.7676935958405815e-08,Approved
5068455,1.7467542045745914e-08,Approved
5068459,1.6511679058653302e-08,Approved
5068461,1.701238738522636e-08,Approved
5068462,1.5442356773546607e-08,Approved
5068463,1.7012387364221356e-08,Approved
5068464,1.7012387364221356e-08,Approved
5068465,1.6130623043413853e-08,Approved
5068466,1.5442356773546607e-08,Approved
5068467,1.6443611545756837e-08,Approved
5068469,1.6996384650911986e-08,Approved
5068470,0.9999999881660712,Rejected
5068471,0.9999999965874353,Rejected
5068472,1.8458279203483518e-08,Approved
5068473,0.9999999870984265,Rejected
5068474,1.8458279205729528e-08,Approved
5068475,1.675509146757562e-08,Approved
5068476,1.675509146757562e-08,Approved
5068477,1.675509146757562e-08,Approved
5068478,1.675509147305368e-08,Approved
5068479,1.675509146757562e-08,Approved
5068480,1.675509146757562e-08,Approved
5068481,1.675509146757562e-08,Approved
5068482,1.675509146757562e-08,Approved
5068483,1.7802173666849655e-08,Approved
5068484,1.675509146757562e-08,Approved
5068485,1.675509146757562e-08,Approved
5068486,0.9999999966468358,Rejected
5068487,1.734966100787048e-08,Approved
5068488,1.734966100787048e-08,Approved
5068489,1.841110444858302e-08,Approved
5068490,1.815581306200748e-08,Approved
5068491,1.8373457730828476e-08,Approved
5068497,0.9999999946510822,Rejected
5068498,1.815581306200748e-08,Approved
5068499,0.9999999966300208,Rejected
5068500,1.8201184773071676e-08,Approved
5068503,1.778009018788408e-08,Approved
5068504,0.9999999962049415,Rejected
5068505,0.9999999966120949,Rejected
5068506,1.6897643328445802e-08,Approved
5068507,0.9999999900240045,Rejected
5068508,1.7635245231824683e-08,Approved
5068510,1.7780090169731238e-08,Approved
5068511,1.7635245231824683e-08,Approved
5068512,1.66974805626106e-08,Approved
5068514,1.689764334143047e-08,Approved
5068515,1.778009018788408e-08,Approved
5068516,1.778009018788408e-08,Approved
5068517,1.7780090169731238e-08,Approved
5068518,1.7780090169731238e-08,Approved
5068519,1.6897643328445802e-08,Approved
5068520,0.9999999957957098,Rejected
5068521,1.6897643328445802e-08,Approved
5068522,1.6897643328445802e-08,Approved
5068523,1.823224563099073e-08,Approved
5068524,1.868360044062688e-08,Approved
5068525,1.7044552971540574e-08,Approved
5068526,1.823224563099073e-08,Approved
5068527,1.8346053797487867e-08,Approved
5068528,1.84967368329767e-08,Approved
5068529,1.84967368329767e-08,Approved
5068530,1.84967368329767e-08,Approved
5068531,1.84967368329767e-08,Approved
5068532,1.84967368329767e-08,Approved
5068533,1.84967368329767e-08,Approved
5068534,1.84967368329767e-08,Approved
5068535,1.7304060339687304e-08,Approved
5068536,1.7394207736016134e-08,Approved
5068537,1.7394207736016134e-08,Approved
5068538,1.7366131707667192e-08,Approved
5068539,1.7366131707667192e-08,Approved
5068540,1.7366131731221954e-08,Approved
5068541,1.7366131731221954e-08,Approved
5068543,1.7233338628343775e-08,Approved
5068545,1.7233338628343775e-08,Approved
5068546,1.7029199366154265e-08,Approved
5068547,1.6561485611578406e-08,Approved
5068548,1.7233338628343775e-08,Approved
5068549,1.7233338628343775e-08,Approved
5068550,1.7762188984257447e-08,Approved
5068551,1.7686729329636905e-08,Approved
5068552,1.7007135988809426e-08,Approved
5068556,0.9999999968305515,Rejected
5068559,1.7657060525664822e-08,Approved
5068561,1.8199995324005686e-08,Approved
5068562,1.8199995366894762e-08,Approved
5068563,1.8362572289979377e-08,Approved
5068564,1.736226061373485e-08,Approved
5068565,1.736226061373485e-08,Approved
5068566,1.736226061373485e-08,Approved
5068567,1.736226061373485e-08,Approved
5068573,1.770850995296335e-08,Approved
5068574,1.770850995296335e-08,Approved
5068577,0.999999996226129,Rejected
5068578,1.7222544174452307e-08,Approved
5068579,1.722254417448339e-08,Approved
5068580,1.8035712886285702e-08,Approved
5068581,0.9999999966310094,Rejected
5068582,1.7222544174452307e-08,Approved
5068583,1.67427012302865e-08,Approved
5068584,1.67427012302865e-08,Approved
5068585,1.67427012302865e-08,Approved
5068586,1.67427012302865e-08,Approved
5068587,1.7564771176807138e-08,Approved
5068588,1.7564771176807138e-08,Approved
5068589,1.67427012302865e-08,Approved
5068590,1.6608518454057195e-08,Approved
5068591,1.6608518454057195e-08,Approved
5068592,1.6608518454057195e-08,Approved
5068596,1.660851846678971e-08,Approved
5068598,1.6608518449246726e-08,Approved
5068599,1.6608518454027102e-08,Approved
5068600,1.6608518454027102e-08,Approved
5068601,1.6608518454027102e-08,Approved
5068602,1.6608518454027102e-08,Approved
5068603,1.72225441700717e-08,Approved
5068604,1.722254415188014e-08,Approved
5068605,1.68776106545221e-08,Approved
5068606,1.8444171423021887e-08,Approved
5068607,1.888085953774974e-08,Approved
5068608,1.888085953774974e-08,Approved
5068609,1.888085953774974e-08,Approved
5068610,1.7497882907501777e-08,Approved
5068611,1.8072941833296594e-08,Approved
5068612,1.8072941833296594e-08,Approved
5068613,1.718515602964716e-08,Approved
5068614,1.718515602964716e-08,Approved
5068615,1.863092751833757e-08,Approved
5068616,1.823835476078308e-08,Approved
5068617,1.7157432670021423e-08,Approved
5068618,0.9999999924059929,Rejected
5068619,1.779142113179731e-08,Approved
5068620,1.7966296772271168e-08,Approved
5068621,1.6771229139105725e-08,Approved
5068622,1.7365184631414632e-08,Approved
5068624,1.676320679861382e-08,Approved
5068625,1.815584083285398e-08,Approved
5068626,1.736518463138329e-08,Approved
5068627,1.7365184637060702e-08,Approved
5068628,1.7365184631414632e-08,Approved
5068630,1.815584083285398e-08,Approved
5068631,1.899319816176609e-08,Approved
5068632,1.736518463138329e-08,Approved
5068633,1.7365184631414632e-08,Approved
5068634,1.7365184637060702e-08,Approved
5068635,1.676320679861382e-08,Approved
5068637,1.7472175410597407e-08,Approved
5068638,1.686732234430824e-08,Approved
5068642,1.6867322357239165e-08,Approved
5068643,1.7472175410597407e-08,Approved
5068644,1.6667518728506667e-08,Approved
5068647,1.8182783628096138e-08,Approved
5068648,1.8182783628096138e-08,Approved
5068649,1.818278381292496e-08,Approved
5068650,1.8113494769035103e-08,Approved
5068652,1.725734412885256e-08,Approved
5068654,1.653790004078715e-08,Approved
5068655,1.726902109996631e-08,Approved
5068657,1.7476035204913547e-08,Approved
5068658,1.7476035193526728e-08,Approved
5068659,1.726902109996631e-08,Approved
5068660,1.726902109996631e-08,Approved
5068662,1.726902109996631e-08,Approved
5068663,1.72573441151373e-08,Approved
5068664,1.6618552782853338e-08,Approved
5068665,1.726902109996631e-08,Approved
5068666,1.726902109996631e-08,Approved
5068667,1.6618552793215972e-08,Approved
5068669,1.821012042872982e-08,Approved
5068670,1.7977081474856033e-08,Approved
5068671,1.782705224541229e-08,Approved
5068675,1.6876199949398e-08,Approved
5068676,1.7078505236675516e-08,Approved
5068677,1.707850524976834e-08,Approved
5068678,1.6876199949398e-08,Approved
5068679,1.707850524976834e-08,Approved
5068680,1.707850523664469e-08,Approved
5068682,1.648432491696107e-08,Approved
5068683,1.6723546468514238e-08,Approved
5068684,1.6723546468514238e-08,Approved
5068685,1.648432491696107e-08,Approved
5068686,1.6723546468514238e-08,Approved
5068687,1.700889700884715e-08,Approved
5068688,1.648432491696107e-08,Approved
5068689,1.7965933796147445e-08,Approved
5068690,1.648432491696107e-08,Approved
5068691,0.999999993098329,Rejected
5068692,1.648432491696107e-08,Approved
5068693,1.648432491696107e-08,Approved
5068694,1.648432491696107e-08,Approved
5068695,1.6723546468514238e-08,Approved
5068697,1.6669306531088196e-08,Approved
5068698,1.6669306531088196e-08,Approved
5068699,1.646156158117458e-08,Approved
5068705,1.7248002020158872e-08,Approved
5068706,1.7248002020190004e-08,Approved
5068707,1.7248002020158872e-08,Approved
5068708,1.7248002020190004e-08,Approved
5068709,1.7248002020158872e-08,Approved
5068710,1.724800202363795e-08,Approved
5068711,1.7778020754350796e-08,Approved
5068712,1.7248002020158872e-08,Approved
5068713,1.73038721067093e-08,Approved
5068714,0.9999999965689186,Rejected
5068715,0.9999999966481463,Rejected
5068716,1.8803614830394593e-08,Approved
5068718,1.821968229733128e-08,Approved
5068719,1.878538065604233e-08,Approved
5068721,2.0032505975830662e-08,Approved
5068722,0.9999999946450657,Rejected
5068723,2.0032505975830662e-08,Approved
5068724,0.9999999958934613,Rejected
5068727,0.9999999951311664,Rejected
5068728,1.7164309864858908e-08,Approved
5068729,1.696098827385015e-08,Approved
5068730,0.9999999951311664,Rejected
5068731,1.666839269015252e-08,Approved
5068732,1.6668392685354796e-08,Approved
5068733,1.666839269015252e-08,Approved
5068734,1.7289345223882942e-08,Approved
5068735,1.650020540956229e-08,Approved
5068736,1.708454251529676e-08,Approved
5068737,1.7289345223882942e-08,Approved
5068738,1.658067430939721e-08,Approved
5068739,1.7289345223882942e-08,Approved
5068740,1.7860230964884717e-08,Approved
5068742,0.9999999938091411,Rejected
5068743,1.8512823338382742e-08,Approved
5068744,1.7846490671451395e-08,Approved
5068745,0.9999999966278665,Rejected
5068746,0.9999999966278665,Rejected
5068747,1.721865822234585e-08,Approved
5068748,1.810473643345116e-08,Approved
5068749,0.9999999952485734,Rejected
5068750,1.7225623005275153e-08,Approved
5068751,1.7225623005275153e-08,Approved
5068752,1.770285031985849e-08,Approved
5068753,1.7225623005275153e-08,Approved
5068754,1.7189271217922446e-08,Approved
5068755,1.7225623005275153e-08,Approved
5068756,1.7225623005275153e-08,Approved
5068757,1.7021575122630557e-08,Approved
5068758,1.7225623000317036e-08,Approved
5068759,1.7225623005275153e-08,Approved
5068760,1.7225623005275153e-08,Approved
5068761,1.7225623005275153e-08,Approved
5068762,1.7225623005275153e-08,Approved
5068763,1.6918191118344513e-08,Approved
5068764,1.6918191118344513e-08,Approved
5068765,1.6918191118344513e-08,Approved
5068766,1.7212640660460273e-08,Approved
5068768,1.866008217440515e-08,Approved
5068769,1.700874640217277e-08,Approved
5068770,1.7212640660460273e-08,Approved
5068771,1.7212640660460273e-08,Approved
5068772,1.700874640217277e-08,Approved
5068773,1.700874640217277e-08,Approved
5068774,1.866008206194254e-08,Approved
5068775,1.7052216065487474e-08,Approved
5068776,1.61170693831415e-08,Approved
5068780,1.5908423052544542e-08,Approved
5068782,1.5908423052544542e-08,Approved
5068783,1.7713151343366404e-08,Approved
5068784,1.7642930322526296e-08,Approved
5068785,1.728825618180414e-08,Approved
5068786,1.7288256287501466e-08,Approved
5068787,1.84720395186909e-08,Approved
5068788,1.84720395186909e-08,Approved
5068790,1.7288256287501466e-08,Approved
5068791,1.7799549135030782e-08,Approved
5068794,0.9999999962258963,Rejected
5068795,0.9999999966228785,Rejected
5068796,1.8161389052547444e-08,Approved
5068797,1.8161389052547444e-08,Approved
5068799,1.837910057001856e-08,Approved
5068800,1.837910057001856e-08,Approved
5068801,1.8161389052547444e-08,Approved
5068802,1.8161389052547444e-08,Approved
5068803,1.816138908246162e-08,Approved
5068804,1.8161389052547444e-08,Approved
5068805,1.837910057001856e-08,Approved
5068806,1.8161389052547444e-08,Approved
5068807,1.771293333215308e-08,Approved
5068808,1.8529863253250868e-08,Approved
5068809,1.8161389052547444e-08,Approved
5068810,0.9999999966039599,Rejected
5068811,1.7048023755340372e-08,Approved
5068812,1.6421987530503454e-08,Approved
5068813,1.7048023755340372e-08,Approved
5068814,0.9999999966039599,Rejected
5068815,1.7315831351365373e-08,Approved
5068816,1.7048023755340372e-08,Approved
5068817,1.7315831351365373e-08,Approved
5068818,1.752340660763845e-08,Approved
5068819,1.7048023755340372e-08,Approved
5068820,1.704802375537114e-08,Approved
5068821,1.6962238216247276e-08,Approved
5068822,1.6962238216247276e-08,Approved
5068823,1.6962238216247276e-08,Approved
5068824,1.6962238216247276e-08,Approved
5068826,1.6962238216247276e-08,Approved
5068827,1.6962238216247276e-08,Approved
5068828,1.7646966968341097e-08,Approved
5068829,1.7762238477299645e-08,Approved
5068830,1.712217216154625e-08,Approved
5068831,1.712217216154625e-08,Approved
5068832,1.712217216154625e-08,Approved
5068833,1.712217216154625e-08,Approved
5068834,1.712217216154625e-08,Approved
5068835,1.7136144454226303e-08,Approved
5068836,1.783084014938833e-08,Approved
5068838,1.783084014938833e-08,Approved
5068839,1.6981304071632937e-08,Approved
5068841,1.652642406605648e-08,Approved
5068842,1.652642406605648e-08,Approved
5068843,1.6330658656880128e-08,Approved
5068844,1.652642406605648e-08,Approved
5068845,1.652642406605648e-08,Approved
5068848,1.7132887497503712e-08,Approved
5068849,1.713288746991104e-08,Approved
5068850,1.713288751111994e-08,Approved
5068851,1.7132887497503712e-08,Approved
5068852,1.8455445738459614e-08,Approved
5068853,0.999999989298502,Rejected
5068854,1.8455445738459614e-08,Approved
5068855,0.9999999935699933,Rejected
5068857,1.7011432877490735e-08,Approved
5068858,1.6729021824919277e-08,Approved
5068862,1.7011432877490735e-08,Approved
5068863,1.625487501254874e-08,Approved
5068864,1.7011432877490735e-08,Approved
5068865,0.9999999933671564,Rejected
5068866,1.833298232094913e-08,Approved
5068868,1.686530917679381e-08,Approved
5068869,1.686530925022908e-08,Approved
5068873,0.999999995909556,Rejected
5068875,1.697988075255655e-08,Approved
5068878,0.9999999961624637,Rejected
5068879,0.9999999966398518,Rejected
5068880,1.697988075255655e-08,Approved
5068881,1.697988075255655e-08,Approved
5068882,1.756472576848332e-08,Approved
5068883,1.697988075255655e-08,Approved
5068884,1.689729075469783e-08,Approved
5068885,0.9999999966786242,Rejected
5068886,1.7891867699834125e-08,Approved
5068888,1.701772897401776e-08,Approved
5068889,1.7221730784220002e-08,Approved
5068890,0.9999999966786242,Rejected
5068891,1.7891867699834125e-08,Approved
5068892,1.7891867649071623e-08,Approved
5068893,0.9999999966310364,Rejected
